;edit_history_tweet_ids;id;text;intent
158;['1622712209313873921'];1622712209313873920;"RT @BremainInSpain: Brexit - Three Years On: The Lie So Etched on Britain’s Body Politics

Buzzwords may have changed ‘freeports’, ‘vaccine…";politic
159;['1622712080343203844'];1622712080343203840;@Rosenbergradio @MrChuckD @PBS Remember the radio stations in the 90’? Everybody wanted to rap and get money. Now it’s a politic show, and everybody sounds broke as fuck.;politic
160;['1622711887413772288'];1622711887413772288;@Aizehinomo @RNB_RADAR Let not sit here and act like most of the grammy that Chris brown missed out on is not due to politic;politic
161;['1622711886457307151'];1622711886457307136;"RT @BremainInSpain: Brexit - Three Years On: The Lie So Etched on Britain’s Body Politics

Buzzwords may have changed ‘freeports’, ‘vaccine…";politic
162;['1622711497368694784'];1622711497368694784;Wisconsin Gov. Evers appoints former Milwaukee health commissioner to cabinet https://t.co/GLi49ueg63  - @politic_talks #Politics #Political;politic
163;['1622711011370303514'];1622711011370303488;"@Gentlements Is this Majodina ,a gogo who  is in politic for stomach ,not for the future of this country. 
Totally useless.";politic
164;['1622710910891569152'];1622710910891569152;@zhenjianguo @zlj517 Actually the economy politic in EU and USA is Communism. Do you see the protesters ? The Farmers in Netherlands? The Canadian truckers because of Justin Trudeaus communism. Communists have taken over the West and are destroying it for China's benefit;politic
165;['1622710815747964931'];1622710815747964928;"RT @BremainInSpain: Brexit - Three Years On: The Lie So Etched on Britain’s Body Politics

Buzzwords may have changed ‘freeports’, ‘vaccine…";politic
166;['1622710753240252422'];1622710753240252416;"RT @BremainInSpain: Brexit - Three Years On: The Lie So Etched on Britain’s Body Politics

Buzzwords may have changed ‘freeports’, ‘vaccine…";politic
167;['1622710604006916109'];1622710604006916096;"RT @BremainInSpain: Brexit - Three Years On: The Lie So Etched on Britain’s Body Politics

Buzzwords may have changed ‘freeports’, ‘vaccine…";politic
168;['1622710478739832835'];1622710478739832832;"RT @PrisonReform15: @leighfinke Leigh is my ""Rep"" yet refuses to meet with me or even call.

Challenging Leigh Finke in the next District E…";politic
169;['1622709888731295744'];1622709888731295744;@renoomokri When have you become a lier like this? You've allowed politic to dictate for you;politic
170;['1622709808657825810'];1622709808657825792;@LI_politic_guy @D0m1n8tor It’s either something racist or transphobic, what else would you expect;politic
171;['1622709364120322058'];1622709364120322048;"@leighfinke Leigh is my ""Rep"" yet refuses to meet with me or even call.

Challenging Leigh Finke in the next District Election.

I'm putting People Before Petty Politic$

If you want Public Safety, please support my Early CANDIDACY: https://t.co/oNsoNDQMcN

As YOUR ACTUAL REP, I'LL RESPOND!";politic
172;['1622709180392939520'];1622709180392939520;RT @theericklouis: Y’all can argue the music was good but the same can be said for all the other artists in the category in ADDITION to the…;politic
173;['1622709119672274945'];1622709119672274944;"i’m deeply wary of marginalized people replicating the frameworks of our oppressors as part of their liberatory politic

doing so that tells me that said people are less interested in dismantling oppressive systems and more interested in usurping the power of the oppressor";politic
174;['1622708611066593280'];1622708611066593280;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
175;['1622708226918678538'];1622708226918678528;"RT @JanDieterSchmid: @Karl_Lauterbach I don´t know.

But the Covid19 politic strategy is since years a catastrophe.

You can assume that i…";politic
176;['1622708207067037701'];1622708207067037696;"@Karl_Lauterbach I don´t know.

But the Covid19 politic strategy is since years a catastrophe.

You can assume that i pull off each new shaft directly.

For the people, for the humanity and the nature. In the hope of a better climate.";politic
177;['1622707592048029696'];1622707592048029696;@LI_politic_guy That it was based as hell;politic
178;['1622707089994035200'];1622707089994035200;Two earthquakes and their aftershocks in Turkey- Syria claim thousands of lives https://t.co/4w2mZjxGSY  - @politic_talks #politics #politic;politic
179;['1622706848041238534'];1622706848041238528;Can’t you wear take out this keep on country life me better see report on that people are actually more soins and integrated into their economy hands down there is some fall on off your politic but because they don’t know what want it when time body is ware actually;politic
180;['1622706775085514758'];1622706775085514752;@Top_Spud_ @Funnell_Jamie8 Also, i think it will turn politic, cuz the goverment is about to make a 10 billion£ deal with abu Dhabi, then it will be hard for them to humilliate them first then do that deal;politic
181;['1622706712804306945'];1622706712804306944;"RT @hamzakhalid968: Dirty politicians dirty politic's has no further space in Pakistans politic's!

#عمران_بھگوڑا https://t.co/EObQysuHk9";politic
182;['1622706318397308928'];1622706318397308928;@brobson_politic This Greek is always angry https://t.co/W8YNZoHlrq;politic
183;['1622706119029170176'];1622706119029170176;@MadiBoity If you don't live change then leave politic alone smal boy. The change is mandatory, and if a politician is not living up to the standards he/she promised then we're forced to unseat and not support...that's politics for you.;politic
184;['1622706101077651457'];1622706101077651456;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
185;['1622705928737898496'];1622705928737898496;‘Brexit – Three Years On: The Lie So Etched on Britain’s Body Politic’ – Byline Times https://t.co/8CeFC2JRq5;politic
186;['1622705398242312202'];1622705398242312192;RT @EscaflowneClown: @BuckmeisterCul @UniverseKristen Because they view Black representation as interchangeable and replaceable. Which is a…;politic
187;['1622705347738882049'];1622705347738882048;FBI arrests ‘extremist’ pair in power grid attack plot https://t.co/yT5T1VQzle  - @politic_talks #politics #politic;politic
188;['1622705340453359616'];1622705340453359616;National Security Expert on Chinese Spy Balloon https://t.co/kL1wsr6d25  - @politic_talks #politics #politic;politic
189;['1622705322124271616'];1622705322124271616;@Chris_H_Politic @JulianCastro How would you do that with Manchin and Sinema? You make it sound like all we need to do is have a strong little chit chat with them and then they’ll be on board. Lol;politic
190;['1622705313173409794'];1622705313173409792;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
191;['1622705309058826250'];1622705309058826240;RT @tn_daki: Politic posting https://t.co/3ffcqZdlWM;politic
192;['1622704968422633473'];1622704968422633472;@Char1ieBennett 9-5 is literally slaving away for nothing beside politic and compalacent;politic
193;['1622704705788076032'];1622704705788076032;Matt Gaetz rips ‘bipartisan coalition’ that favors war in Ukraine: ‘How much more?’ https://t.co/r4WTGoeG27  - @politic_talks #Politics #Political;politic
194;['1622704697625944065'];1622704697625944064;Hunter Biden's longtime business associate praised op-ed encouraging China to buy US companies as 'd--- good' https://t.co/5KMGXWAcb0  - @politic_talks #Politics #Political;politic
195;['1622704547247554561'];1622704547247554560;@MarketWatch The whole American politic is Hollywood 😎;politic
196;['1622704055805157376'];1622704055805157376;@60Minutes 60 minutes proves it’s one sided and politic.;politic
197;['1622704016525328387'];1622704016525328384;"RT @Chicago1Ray: Liz Cheney was dealt the most humiliating defeat in the history of our body politic 

Anytime you're having a bad day just…";politic
198;['1622703942760284161'];1622703942760284160;"@Chris_H_Politic @demdemonz @JulianCastro And as a follow up, what policy will make education costs go down?

Will a Public option make America head in the right direction economically?

How will it do so differently than Medicaid, Medicare and Obamacare covering 170m Americans at present?";politic
199;['1622703509228453892'];1622703509228453888;"@mbk_center Thing is, seems most Russians and all in body politic of whatever politics or era, prefer a ""Great"" Russia to a Good Russia. A Great (big) Russia can only be held together by force cos sooner or later, because its an empire, some constituent, titular nations will wish to leave.";politic
200;['1622703487183192074'];1622703487183192064;@timburchett I’m not interested in US politic… but I have to admit you’re really a surprising, direct, and resourceful guy 😂😂👍;politic
201;['1622703235784998915'];1622703235784998912;@eddyunlimited @StFreakingKezy Gbam na the same thing I wan type. You left him to rot away when as a leader you can build a psyche hospital if there’s none. All na politic Obi go Dey ok las las;politic
202;['1622703066200899586'];1622703066200899584;As a trans person, i'd very much like to say that politic has skull fucked you to the point of paranoia. https://t.co/fWD6b7EPak;politic
203;['1622702685630926848'];1622702685630926848;"RT @Jacobbe79601492: Brilliant piece &amp; powerful analysis by @jonlis1 who examines whether telling the truth of #brexit would take down the…";politic
204;['1622702642047901696'];1622702642047901696;"@Gh0sT_Th_RipP3R @visegrad24 I never said Poland have bad relationship with Turkey.
I'm saying Turkey and their fellow Terrorist Russia would watch when one our NATO countries been attacked and people  been trapped under rumble, for sure,using some diplomatic BS politic language. 
And I'm sure you'd be happy";politic
205;['1622702479413596161'];1622702479413596160;"@LayahHeilpern Men don't actually find the ""boss babe"" mentality attractive. Our psyop amplifies advantage or strategy in resource gathering.

The 1% = Hyper-successful people. Wealth is created via Politic, Business, Combat and steeled nerve. 
Vulnerability=risk. Threat ends or stalls bonding.";politic
